id_work;isAir;idAir;title;line;best-candidate-title;
1086;1;1;AIR : Tic et tic et tac, et tin, tin, tin.;224;AIR : Adieu bonheur.
1086;1;2;Air du Ménage de Garçon.;453;AIR du Ménage de garçon.
1086;1;3;AIR : À mes côtés, tous les deux prenez place. (Fiorella.);600;AIR : À mes côtés, tous les deux prenez place.
1086;1;4;Air du Jardinet d’amour. (Cocher de fiacre.);781;AIR du Jardinet d'amour.
1086;1;5;Air du Calife.;1001;AIR du Calife de Bagdad.
1086;1;6;Air de la Nacelle.(de Panseron.);1077;AIR : Adieu bonheur.
1086;1;7;AIR : Quel repas ! (Semaine des Amours.);1162;AIR : Quel repas !
1086;1;8;AIR : Verse, verse, verse encore. (les Créoles.);1283;AIR : Adieu bonheur.
1086;1;9;AIR : Il est plus dangereux de glisser.;1382;AIR : Adieu bonheur.
1086;1;10;Air du Chœur du Cortège du Maçon.;1445;AIR du Chœur du Cortège du Maçon.
1086;1;11;Air du Passepartout.;1501;AIR du Passepartout.
1086;1;12;Air du Vaudeville des Singes.;1565;AIR du Vaudeville des Singes.
1086;1;13;AIR : Avoir une riche toilette. (Grisette mariée.);1636;AIR : Adieu bonheur.
1086;1;14;Air du Vaudeville de Fanchon.;1861;AIR du Vaudeville de Fanchon.
1086;1;15;AIR : Pierre avait une femme à lui. (Vaud. du Pauvre Diable.);2006;AIR : Accourez tous, venez m'entendre.
1086;1;16;Air de la Grisette.;2171;AIR de la Grisette.
1086;1;17;Air du Vaudeville de la Somnambule.;2266;AIR : Adieu bonheur.
1086;1;18;AIR : J’ai dʼ l’argent.;2641;AIR : J'ai d' l'argent.
1086;1;19;AIR : Oh ! que c’est beau. (Revue de Paris.);2708;AIR : Oh ! que c'est beau.
1086;1;20;Air du Vaudeville du Mont Saint–Bernard. (Dame du Lac.);2811;AIR du Vaudeville du Mont Saint-Bernard.
1086;1;21;CHŒUR D’ENTRÉE.;3422;AIR : Ah ! Mon ami, c'est un rayon d'espoir.
1086;0;;Air de la Fille mal gardée.;3424;;
1086;1;22;Air de la ronde de la Bergère châtelaine.;3463;AIR de la Ronde de la Bergère Châtelaine.
1086;1;23;AIR : Charles Quint, ce monarque, etc.;4134;AIR : Charles-Quint, ce monarque sage.
1086;1;24;AIR : Et c’est ainsi que ça finit.;4203;AIR : Et c'est ainsi que ça finit.
1086;1;25;Air du marché de la Muette.;4361;AIR du Marché de la Muette.
1086;1;26;Air de la Catacoua.;4489;AIR de la Catacoua.
1086;1;27;AIR : Nuit effroyable ! nuit, etc.;4663;AIR : Adieu bonheur.
1086;1;28;AIR : Petit blanc.;4746;AIR : Petit Blanc.
1086;1;29;AIR : Ah ! que d’amis ! (Mère au Bal.);5197;AIR : Ah ! ah ! ah ! ah ! ah ! ah ! ah ! ah !
1086;1;30;Air de Wallace.;5387;AIR de Wallace.
1086;1;31;Air des Frères de lait.;5634;AIR des Frères de lait.
1086;1;32;Air d’Aristippe.;5831;AIR d'Aristippe.
1086;1;33;AIR : Le joli talisman,;6099;AIR : Le joli talisman.
1086;1;34;AIR : Ah ! ça va bien. (Jolis Soldats.);6247;AIR : Ah ! ah ! ah ! ah ! ah ! ah ! ah ! ah !
