id_work;isAir;idAir;title;line;best-candidate-title;
1100;1;1;AIR du Temps.;180;AIR du Temps.
1100;1;2;AIR : J'arrive de la guerre .;281;AIR : J'arrive de la guerre.
1100;1;3;CHŒUR .=Air du Vaudeville des Cris de Paris .;347;AIR du Vaudeville des Cris de Paris.
1100;1;4;AIR : C'est le gros Thomas .;389;AIR : Adieu, je vous fuis, bois charmant.
1100;1;5;AIR : C'est une ruse . ( Fragment de l'ouverture du jeune Henri. );621;AIR : C'est une ruse.
1100;1;6;AIR : J'avais mis mon petit chapeau.;677;AIR : J'avais mis mon petit chapeau.
1100;1;7;AIR :=J'entendis battre la caisse;827;AIR : J'entendis battre la caisse.
1100;1;8;AIR : Vaudeville de l'Ecu de six francs.;1050;AIR du Vaudeville de l'Écu de six francs.
1100;1;9;Air du Menuet d'Eraudet.;1181;AIR du Menuet d'Exaudet.
1100;1;10;AIR de Psyché.;1216;AIR de Psyché.
1100;1;11;AIR : Qu'est qu'tas donc , mon pelit Hypolite.;1383;AIR : Qu'est qu'tas donc, mon petit Hypolite.
1100;1;12;AIR :=Laissons;1508;AIR : Laissons aux salons l'étiquette.
1100;1;13;AIR : Autrefois je pleurais. ( Le Mari et l'Amant . );1537;AIR : Autrefois je pleurais.
1100;1;14;AIR : Ah ! tiens , toi , ma femme. ( Air auvergnat . );1821;AIR : Ah ! ah ! ah ! ah ! ah ! ah ! ah ! ah !
1100;1;15;AIR de M. Doche .;2065;AIR du Muletier.
1100;1;16;CHOEUR .=AIR : C'est la rage ,;2169;AIR : C'est la rage.
1100;1;17;AIR : Garde à vous !;2357;AIR : Garde à vous !
1100;1;18;AIR : Amis , il nous faut faire pause .;2489;AIR : Adieu bonheur.
1100;1;19;AIR : Lisez - vous bien ?;3126;AIR : Lisez-vous bien ?
1100;1;20;AIR : Me voilà !;3306;AIR : Me voilà, me voilà !
1100;1;21;CHŒUR .=AIR : Vive l'Italie .;3583;AIR : Vive, vive l'Italie !
1100;1;22;AIR : Change -moi , Brama .;3819;AIR : Adieu, je vous fuis, bois charmant.
1100;1;23;AIR : Entendez - vous ?;4054;AIR : Entendez-vous ?
1100;1;24;CHŒUR GÉNERAL .;4261;AIR : Chœur des buveurs de Robert-le-Diable.
1100;0;;AIR : Je vous rends votre parole,( Fausse Agnès . );4263;;
1100;1;25;AIR : Le gros Thomas ,;4623;AIR : Accourez tous, venez m'entendre.
