id_work;isAir;idAir;title;line;best-candidate-title;
1029;1;1;Air : Je loge au quatrième étage .;238;AIR : Je loge au quatrième étage.
1029;1;2;Air : Vers le temple de l'hymen .;572;AIR : Vers le temple de l'Hymen.
1029;1;3;Air du Lutin (de Mile Loisa Puget.);670;AIR : Adieu bonheur.
1029;1;4;Air :=Moi , j'étais roi dans mes limites...;939;AIR : C'est donc demain que, dans cet humble asile.
1029;1;5;Air : Restez , reslez ...;1126;AIR : Accourez tous, venez m'entendre.
1029;1;6;Air de Marianne .;1227;AIR de Marianne.
1029;1;7;CHOEUR=Galop de Gustave.;1664;AIR : Ah ! de plaisir notre âme est enivrée.
1029;1;8;Air : Vos maris en Palestine .;1850;AIR : Ah ! ah !
1029;1;9;CHOEUR GÉNÉRAL .;1938;AIR : Mon général, je vais donc te revoir.
1029;1;10;Air d'Adèle;2260;AIR : Accourez tous, venez m'entendre.
1029;1;11;( Air de la Pupille, de Labarre . );2413;AIR : Adieu bonheur.
1029;1;12;Air de Gustave.;2757;AIR : Accourez tous, venez m'entendre.
1029;1;13;Air : Je m'appelle Lenoir. (Moi.;3003;AIR : Adieu bonheur.
1029;1;14;Air : Qu'il est flatteu ,;3417;AIR : Accourez tous, venez m'entendre.
1029;1;15;Air du Philtre .;3583;AIR du Philtre.
1029;1;16;Air : de la Robe et les Bottes .;3841;AIR de la Robe et les Bottes.
1029;1;17;Air : du premier Prix .;4043;AIR du Premier Prix.
1029;1;18;Air=Qu'il se ménage, eh ! mon Dieu ! qu'il s'écoute ,;4520;AIR : Ah ! mon ami Thomas !
1029;1;19;Air : du Carnaval.;4864;AIR : Accourez tous, venez m'entendre.
1029;1;20;Air de l'Octogénaire.;5004;AIR : Accourez tous, venez m'entendre.
1029;1;21;Air des Echos ( de Musard . );5356;AIR : Adieu, je vous fuis, bois charmant.
1029;1;22;Air : Dormez , dormez , mes chers amours ,;5611;AIR : Adieu bonheur.
1029;1;23;Air des Deux Nuits,;5908;AIR des Deux Nuits.
1029;1;24;Air de Renaud de Montauban .;6161;AIR : C'était Renaud de Montauban.
1029;1;25;(Aur domestiques. ) Mais je vous le dé;6307;AIR : Ah ! le beau bal.
